atr14,catalyst_score,close,company,entry_score,fundamental_score,industry,market_cap,pivot,rank,rr_ratio,rr_score,rs_rank,sector,stop_pct,t_count,target_pct,ticker,total_score,trend_score,tt_checks,tt_score,vcp,vcp_grade,vcp_score_raw
"3.13","55","67.88","V2X, Inc.","33","20","Aerospace & Defense","2115917568","73.38","831","1.23","0","50","Industrials","8","4","9.81","VVX","41.4","72","[object Object]","9","[object Object]","C","47"
"1.23","0","75.48","Dimensional U.S. Small Cap ETF","49","0","","0","77.04","832","3","100","50","","3.27","4","9.8","DFAS","41.4","72","[object Object]","9","[object Object]","B","65"
"3.72","0","217.68","Vanguard Extended Market ETF","49","0","","37262245888","223.64","833","3","100","50","","3.42","4","10.26","VXF","41.4","72","[object Object]","9","[object Object]","B","65"
"0.62","0","41.19","iShares MSCI Turkey ETF","49","0","","644623488","42.67","834","3","100","50","","3.01","4","9.03","TUR","41.4","72","[object Object]","9","[object Object]","B","65"
"2.18","0","130.66","iShares Core S&P Small-Cap ETF","49","0","","73920897024","133.52","835","3","100","50","","3.34","4","10.02","IJR","41.4","72","[object Object]","9","[object Object]","B","65"
"2","65","46.97","Scholar Rock Holding Corporatio","38","10","Biotechnology","4791290368","49.82","836","0.9","0","50","Healthcare","8","4","7.21","SRRK","41.4","72","[object Object]","9","[object Object]","C","55"
"0.38","45","20.45","Plains All American Pipeline, L","40","20","Oil & Gas Midstream","14427429888","21.06","837","0.97","0","50","Energy","3.68","4","3.55","PAA","41.3","72","[object Object]","9","[object Object]","C","50"
"1.4","0","50.76","GraniteShares Gold Trust Shares","48","0","","0","54.62","838","3","100","50","","5.53","4","16.6","BAR","41.2","72","[object Object]","9","[object Object]","C","47"
"1.42","0","50.83","Goldman Sachs Physical Gold ETF","48","0","","0","54.71","839","3","100","50","","5.57","4","16.72","AAAU","41.2","72","[object Object]","9","[object Object]","C","47"
"1.1","55","25.91","National Energy Services Reunit","32","20","Oil & Gas Equipment & Services","2611395840","26.85","840","1.42","0","50","Energy","8","2","11.37","NESR","41.2","72","[object Object]","9","[object Object]","D","37"
"2.84","0","101.96","SPDR Gold MiniShares Trust","48","0","","0","109.74","841","3","100","50","","5.57","4","16.72","GLDM","41.2","72","[object Object]","9","[object Object]","C","47"
"2.79","45","53.55","Thermon Group Holdings, Inc.","27","30","Specialty Industrial Machinery","1759030272","58.56","842","0.26","0","50","Industrials","8","3","2.09","THR","41.2","72","[object Object]","9","[object Object]","D","37"
"0.47","0","24.34","Invesco DB Base Metals Fund","48","0","","258004000","26.03","843","3","100","50","","3.83","4","11.5","DBB","41.2","72","[object Object]","9","[object Object]","C","47"
"1.37","0","49.08","abrdn Physical Gold Shares ETF","48","0","","0","52.84","844","3","100","50","","5.57","4","16.72","SGOL","41.2","72","[object Object]","9","[object Object]","C","47"
"1.38","0","49.56","VanEck Merk Gold ETF","48","0","","0","53.35","845","3","100","50","","5.55","4","16.65","OUNZ","41.2","72","[object Object]","9","[object Object]","C","47"
"2.09","0","38.6","MicroSectors Oil & Gas Exp. & P","48","0","","0","41.06","846","3","100","50","","8","2","24","OILU","41.2","72","[object Object]","9","[object Object]","B","72"
"7.92","0","162.49","abrdn Physical Palladium Shares","48","0","","0","197.41","847","3","100","50","","8","4","24","PALL","41.2","72","[object Object]","9","[object Object]","C","47"
"4.25","40","145.74","Northern Trust Corporation","24","35","Asset Management","27561967616","157.6","848","1.34","0","50","Financial Services","5.83","4","7.8","NTRS","41.1","72","[object Object]","9","[object Object]","D","32"
"1.76","55","31","MarineMax, Inc.  (FL)","44","10","Specialty Retail","682849856","31.6","849","0.35","0","50","Consumer Cyclical","8","4","2.76","HZO","41.1","72","[object Object]","9","[object Object]","D","32"
"0.74","35","44.38","NNN REIT, Inc.","40","25","REIT - Retail","8429512704","45.47","850","0.44","0","50","Real Estate","3.33","4","1.47","NNN","41.1","72","[object Object]","9","[object Object]","C","50"
"0.34","0","28.92","iShares MSCI Singapore ETF","47","0","","714324032","29.43","851","3","100","50","","2.34","4","7.01","EWS","41","72","[object Object]","9","[object Object]","D","38"
"4.08","0","148.89","iShares MSCI South Korea ETF","47","0","","11256083456","149.74","852","3","100","50","","5.48","3","16.44","EWY","41","72","[object Object]","9","[object Object]","D","37"
"6.85","0","147.85","VanEck Junior Gold Miners ETF","47","0","","0","150.69","853","3","100","50","","8","4","24","GDXJ","41","72","[object Object]","9","[object Object]","D","37"
"1.29","0","48.37","Franklin FTSE South Korea ETF","47","0","","0","48.62","854","3","100","50","","5.35","3","16.05","FLKR","41","72","[object Object]","9","[object Object]","D","37"
"2.05","0","37.98","Amplify Junior Silver Miners ET","47","0","","0","38.75","855","3","100","50","","8","3","24","SILJ","41","72","[object Object]","9","[object Object]","D","37"
"0.27","0","29.92","SPDR Bridgewater All Weather ET","47","0","","0","30.01","856","3","100","50","","1.83","4","5.49","ALLW","41","72","[object Object]","9","[object Object]","D","38"
"4.08","0","77.45","Direxion Daily TSM Bull 2X Shar","47","0","","0","78.56","857","3","100","50","","8","3","24","TSMX","41","72","[object Object]","9","[object Object]","D","37"
"5.47","0","113.27","Global X Silver Miners ETF","47","0","","0","115.02","858","3","100","50","","8","4","24","SIL","41","72","[object Object]","9","[object Object]","D","37"
"1.57","0","38.64","Sprott Critical Materials ETF","47","0","","0","39.31","859","3","100","50","","8","4","24","SETM","41","72","[object Object]","9","[object Object]","D","37"
"1.2","45","62.5","First Industrial Realty Trust, ","44","15","REIT - Industrial","8537924096","62.79","860","0.98","0","50","Real Estate","3.85","4","3.79","FR","40.9","72","[object Object]","9","[object Object]","D","32"
"0.35","40","11.32","Ecovyst Inc.","29","30","Specialty Chemicals","1295211392","11.85","861","0.98","0","50","Basic Materials","6.16","4","6.01","ECVT","40.9","72","[object Object]","9","[object Object]","D","32"
"0.41","45","10.02","LSB Industries, Inc.","38","20","Chemicals","720883904","10.44","862","1.41","0","50","Basic Materials","8","4","11.28","LXU","40.9","72","[object Object]","9","[object Object]","C","47"
"0.51","0","52.32","WisdomTree Emerging Markets Hig","46","0","","0","52.34","863","3","100","50","","1.95","4","5.85","DEM","40.8","72","[object Object]","9","[object Object]","D","35"
"0.41","0","47.12","Pacer Global Cash Cows Dividend","46","0","","0","47.18","864","3","100","50","","1.73","4","5.19","GCOW","40.8","72","[object Object]","9","[object Object]","D","35"
"1.11","0","85","VanEck Agribusiness ETF","46","0","","952000000","86.56","865","3","100","50","","2.61","4","7.83","MOO","40.8","72","[object Object]","9","[object Object]","D","35"
"0.52","0","38.99","Militia Long/Short Equity ETF","46","0","","0","39.12","866","3","100","50","","2.68","4","8.04","ORR","40.8","72","[object Object]","9","[object Object]","D","35"
"0.9","0","53.06","State Street Materials Select S","46","0","","3816271360","54.14","867","3","100","50","","3.4","4","10.19","XLB","40.8","72","[object Object]","9","[object Object]","D","35"
"0.76","0","47.36","State Street Utilities Select S","46","0","","7732656640","47.43","868","3","100","50","","3.22","4","9.66","XLU","40.8","72","[object Object]","9","[object Object]","D","35"
"0.71","0","50.45","First Trust Utilities AlphaDEX ","46","0","","0","50.58","869","3","100","50","","2.83","4","8.48","FXU","40.8","72","[object Object]","9","[object Object]","D","35"
"0.74","0","33.65","United States Brent Oil Fund, L","46","0","","0","34.26","870","3","100","50","","4.39","4","13.18","BNO","40.8","72","[object Object]","9","[object Object]","D","35"
"1.08","0","105.66","iShares MSCI EAFE ETF","46","0","","99151347712","105.8","871","3","100","50","","2.05","4","6.15","EFA","40.8","72","[object Object]","9","[object Object]","D","35"
"0.46","0","46.72","Goldman Sachs ActiveBeta Intern","46","0","","0","46.76","872","3","100","50","","1.95","4","5.86","GSIE","40.8","72","[object Object]","9","[object Object]","D","35"
"0.6","0","51.3","State Street SPDR Portfolio Eme","46","0","","3939840000","51.36","873","3","100","50","","2.32","4","6.97","SPEM","40.8","72","[object Object]","9","[object Object]","D","35"
"1.08","0","57.93","iShares U.S. Energy ETF","46","0","","1207840512","59.1","874","3","100","50","","3.74","4","11.23","IYE","40.8","72","[object Object]","9","[object Object]","D","35"
"1.07","0","104.41","iShares ESG Aware MSCI EAFE ETF","46","0","","0","104.6","875","3","100","50","","2.05","4","6.14","ESGD","40.8","72","[object Object]","9","[object Object]","D","35"
"0.41","0","31.32","iMGP DBi Managed Futures Strate","46","0","","0","31.66","876","3","100","50","","2.62","4","7.87","DBMF","40.8","72","[object Object]","9","[object Object]","D","35"
"0.43","0","35.97","Schwab Emerging Markets Equity ","46","0","","0","36","877","3","100","50","","2.39","4","7.18","SCHE","40.8","72","[object Object]","9","[object Object]","D","35"
"0.32","0","41.47","Franklin International Low Vola","46","0","","0","41.47","878","3","100","50","","1.53","4","4.6","LVHI","40.8","72","[object Object]","9","[object Object]","D","35"
"0.59","0","64.85","iShares MSCI Switzerland ETF","46","0","","1856331264","65.01","879","3","100","50","","1.83","4","5.5","EWL","40.8","72","[object Object]","9","[object Object]","D","35"
"1.28","0","95.62","State Street SPDR Bloomberg Con","46","0","","0","96.08","880","3","100","50","","2.67","4","8.02","CWB","40.8","72","[object Object]","9","[object Object]","D","35"
"0.59","0","69.51","iShares MSCI Emerging Markets M","46","0","","6596499456","69.61","881","3","100","50","","1.7","4","5.1","EEMV","40.8","72","[object Object]","9","[object Object]","D","35"
"0.32","0","35.11","Dimensional International High ","46","0","","0","35.15","882","3","100","50","","1.84","4","5.53","DIHP","40.8","72","[object Object]","9","[object Object]","D","35"
"0.58","0","50.77","First Trust Morningstar ETF","46","0","","0","51.41","883","3","100","50","","2.27","4","6.8","FDL","40.8","72","[object Object]","9","[object Object]","D","35"
"0.26","0","18.31","First Trust WCM International E","46","0","","0","18.44","884","3","100","50","","2.85","4","8.54","WCMI","40.8","72","[object Object]","9","[object Object]","D","35"
"0.9","0","61.06","Fidelity MSCI Utilities Index E","46","0","","0","61.11","885","3","100","50","","2.96","4","8.88","FUTY","40.8","72","[object Object]","9","[object Object]","D","35"
"3.11","0","204.55","Vanguard Utilities ETF","46","0","","5465760256","204.81","886","3","100","50","","3.04","4","9.13","VPU","40.8","72","[object Object]","9","[object Object]","D","35"
"0.69","0","59.01","Vanguard FTSE Emerging Markets ","46","0","","83683254272","59.09","887","3","100","50","","2.34","4","7.03","VWO","40.8","72","[object Object]","9","[object Object]","D","35"
"7.25","60","260.66","Ferguson Enterprises Inc.","38","10","Industrial Distribution","52335632384","271.64","888","0.93","0","50","Industrials","5.56","4","5.17","FERG","40.7","72","[object Object]","9","[object Object]","C","47"
"7.02","45","169.91","EnerSys","24","30","Electrical Equipment & Parts","6271231488","194.77","889","1.34","0","50","Industrials","8","4","10.71","ENS","40.6","72","[object Object]","9","[object Object]","D","32"
"4.55","0","119.48","State Street SPDR S&P Metals & ","45","0","","2090923904","135.68","890","3","100","50","","7.62","4","22.86","XME","40.6","72","[object Object]","9","[object Object]","B","67"
"1.12","35","46.38","Tri Pointe Homes, Inc.","44","20","Residential Construction","3986523136","46.62","891","0.28","0","50","Consumer Cyclical","4.85","4","1.34","TPH","40.6","72","[object Object]","9","[object Object]","D","32"
"1.19","0","34.26","Invesco WilderHill Clean Energy","45","0","","195907920","36.58","892","3","100","50","","6.95","4","20.85","PBW","40.6","72","[object Object]","9","[object Object]","B","67"
"25.95","40","418.17","SiTime Corporation","27","30","Semiconductors","10997835776","446.95","893","1.02","0","50","Technology","8","4","8.14","SITM","40.5","72","[object Object]","9","[object Object]","D","37"
"3.69","40","70.8","Diodes Incorporated","27","30","Semiconductors","3284081664","81.71","894","0.86","0","50","Technology","8","3","6.87","DIOD","40.5","72","[object Object]","9","[object Object]","D","37"
"0.48","0","38.08","Dimensional Emerging Markets Co","44","0","","0","38.14","895","3","100","50","","2.55","4","7.64","DFEM","40.4","72","[object Object]","9","[object Object]","D","32"
"0.7","0","45.85","Columbia EM Core ex-China ETF","44","0","","0","45.91","896","3","100","50","","3.06","4","9.18","XCEM","40.4","72","[object Object]","9","[object Object]","D","32"
"1.47","0","77.06","iShares MSCI Taiwan ETF","44","0","","6550099968","77.22","897","3","100","50","","3.81","4","11.44","EWT","40.4","72","[object Object]","9","[object Object]","D","32"
"1.64","0","80.45","iShares MSCI Mexico ETF","44","0","","1520504960","81.65","898","3","100","50","","4.08","4","12.25","EWW","40.4","72","[object Object]","9","[object Object]","D","32"
"3.47","0","179.12","Invesco Aerospace & Defense ETF","44","0","","2713667840","182.44","899","3","100","50","","3.87","4","11.62","PPA","40.4","72","[object Object]","9","[object Object]","D","32"
"0.55","0","48.66","iShares MSCI","44","0","","3299148032","48.73","900","3","100","50","","2.26","4","6.79","EWU","40.4","72","[object Object]","9","[object Object]","D","32"
"1.26","0","92.44","iShares MSCI Japan Index Fund","44","0","","21062455296","94.28","901","3","100","50","","2.73","4","8.18","EWJ","40.4","72","[object Object]","9","[object Object]","D","32"
"1.69","0","64.42","iShares MSCI Global Select Meta","44","0","","537907008","64.94","902","3","100","50","","5.25","4","15.75","PICK","40.4","72","[object Object]","9","[object Object]","D","32"
"0.9","0","54.83","FlexShares Global Upstream Natu","44","0","","0","55.08","903","3","100","50","","3.28","4","9.83","GUNR","40.4","72","[object Object]","9","[object Object]","D","32"
"0.84","0","57.59","iShares MSCI Canada Index Fund","44","0","","5459531776","57.76","904","3","100","50","","2.91","4","8.72","EWC","40.4","72","[object Object]","9","[object Object]","D","32"
"0.43","0","43.06","Franklin International Core Div","44","0","","0","43.15","905","3","100","50","","1.99","4","5.98","DIVI","40.4","72","[object Object]","9","[object Object]","D","32"
"0.59","0","56.23","Dimensional International Value","44","0","","0","56.28","906","3","100","50","","2.11","4","6.33","DFIV","40.4","72","[object Object]","9","[object Object]","D","32"
"0.4","0","36.89","Dimensional International Small","44","0","","0","36.93","907","3","100","50","","2.16","4","6.48","DFIS","40.4","72","[object Object]","9","[object Object]","D","32"
"2.2","0","170.14","WisdomTree Japan Hedged Equity ","44","0","","0","170.26","908","3","100","50","","2.59","4","7.77","DXJ","40.4","72","[object Object]","9","[object Object]","D","32"
"0.44","0","35.55","iShares Emerging Markets Divide","44","0","","0","35.59","909","3","100","50","","2.47","4","7.42","DVYE","40.4","72","[object Object]","9","[object Object]","D","32"
"1.97","0","80.27","iShares MSCI South Africa Index","44","0","","634132992","81.19","910","3","100","50","","4.91","4","14.73","EZA","40.4","72","[object Object]","9","[object Object]","D","32"
"0.36","0","28.9","Invesco RAFI Emerging Markets E","44","0","","0","28.98","911","3","100","50","","2.52","4","7.55","PXH","40.4","72","[object Object]","9","[object Object]","D","32"
"0.98","0","101.6","Vanguard International High Div","44","0","","0","101.71","912","3","100","50","","1.93","4","5.78","VYMI","40.4","72","[object Object]","9","[object Object]","D","32"
"0.9","0","84.2","Vanguard Total International St","44","0","","0","84.28","913","3","100","50","","2.14","4","6.41","VXUS","40.4","72","[object Object]","9","[object Object]","D","32"
"1.07","0","54.87","State Street Energy Select Sect","44","0","","10229085184","55.93","914","3","100","50","","3.9","4","11.7","XLE","40.4","72","[object Object]","9","[object Object]","D","32"
"0.45","60","15.39","Xenia Hotels & Resorts, Inc.","24","20","REIT - Hotel & Motel","1563721472","16.48","915","1.12","0","50","Real Estate","5.86","4","6.56","XHR","40.4","72","[object Object]","9","[object Object]","D","32"
"2.58","0","175.6","State Street Industrial Select ","44","0","","23991527424","178.22","916","3","100","50","","2.93","4","8.8","XLI","40.4","72","[object Object]","9","[object Object]","D","32"
"1.02","0","79.94","Vanguard ESG International Stoc","44","0","","0","80.78","917","3","100","50","","2.54","4","7.63","VSGX","40.4","72","[object Object]","9","[object Object]","D","32"
"0.64","0","51.2","First Eagle Global Equity ETF","44","0","","0","51.42","918","3","100","50","","2.48","4","7.45","FEGE","40.4","72","[object Object]","9","[object Object]","D","32"
"0.73","0","39.66","Global X Robotics & Artificial ","44","0","","0","39.78","919","3","100","50","","3.69","4","11.06","BOTZ","40.4","72","[object Object]","9","[object Object]","D","32"
"0.28","0","22","iShares MSCI UAE ETF","44","0","","0","22.29","920","3","100","50","","2.52","4","7.56","UAE","40.4","72","[object Object]","9","[object Object]","D","32"
"3.24","0","60.82","ProShares Ultra Semiconductors","44","0","","0","61.68","921","3","100","50","","8","4","24","USD","40.4","72","[object Object]","9","[object Object]","D","32"
"2.68","0","178.62","First Trust NASDAQ Clean Edge S","44","0","","0","179.19","922","3","100","50","","3","4","9","GRID","40.4","72","[object Object]","9","[object Object]","D","32"
"0.51","0","39.6","Franklin FTSE Japan ETF","44","0","","0","40.22","923","3","100","50","","2.59","4","7.77","FLJP","40.4","72","[object Object]","9","[object Object]","D","32"
"0.9","0","63.31","iShares MSCI Emerging Index Fun","44","0","","47634444288","63.43","924","3","100","50","","2.85","4","8.56","EEM","40.4","72","[object Object]","9","[object Object]","D","32"
"0.59","0","51.2","Schwab International Small-Cap ","44","0","","0","51.31","925","3","100","50","","2.31","4","6.92","SCHC","40.4","72","[object Object]","9","[object Object]","D","32"
"0.42","0","42.28","Dimensional International Core ","44","0","","0","42.33","926","3","100","50","","2.01","4","6.03","DFAI","40.4","72","[object Object]","9","[object Object]","D","32"
"0.51","0","37.57","Dimensional Emerging Core Equit","44","0","","0","37.63","927","3","100","50","","2.69","4","8.07","DFAE","40.4","72","[object Object]","9","[object Object]","D","32"
"0.6","0","17.88","YieldMax Gold Miners Option Inc","44","0","","0","18.11","928","3","100","50","","6.76","4","20.29","GDXY","40.4","72","[object Object]","9","[object Object]","D","32"
"22.82","0","288.46","Direxion Daily Gold Miners Inde","44","0","","0","299.18","929","3","100","50","","8","2","24","NUGT","40.4","72","[object Object]","9","[object Object]","C","57"
"1.37","0","88.26","iShares MSCI Emerging Markets e","44","0","","0","88.52","930","3","100","50","","3.1","4","9.31","EMXC","40.4","72","[object Object]","9","[object Object]","D","32"
"1.01","0","75.44","JPMorgan BetaBuilders Japan ETF","44","0","","0","76.88","931","3","100","50","","2.67","4","8","BBJP","40.4","72","[object Object]","9","[object Object]","D","32"
"0.81","0","79.94","iShares MSCI EAFE Value ETF","44","0","","0","79.99","932","3","100","50","","2.02","4","6.06","EFV","40.4","72","[object Object]","9","[object Object]","D","32"
"0.66","0","39.29","T. Rowe Price Small-Mid Cap ETF","44","0","","0","39.8","933","3","100","50","","3.35","4","10.06","TMSL","40.4","72","[object Object]","9","[object Object]","D","32"
"0.48","0","43.11","Dimensional International Small","44","0","","0","43.24","934","3","100","50","","2.2","4","6.61","DISV","40.4","72","[object Object]","9","[object Object]","D","32"
"11.17","0","398.03","VanEck Oil Services ETF","44","0","","0","403.73","935","3","100","50","","5.61","4","16.84","OIH","40.4","72","[object Object]","9","[object Object]","D","32"
"0.46","0","44.41","Pacer Developed Markets Interna","44","0","","0","44.46","936","3","100","50","","2.09","4","6.28","ICOW","40.4","72","[object Object]","9","[object Object]","D","32"
"0.43","0","38.46","Dimensional International Core ","44","0","","0","39.2","937","3","100","50","","2.22","4","6.67","DFIC","40.4","72","[object Object]","9","[object Object]","D","32"
"0.48","0","40.87","Fidelity Enhanced International","44","0","","0","40.87","938","3","100","50","","2.33","4","7","FENI","40.4","72","[object Object]","9","[object Object]","D","32"
"0.7","0","50.87","iShares ESG Aware MSCI EM ETF","44","0","","0","50.99","939","3","100","50","","2.76","4","8.28","ESGE","40.4","72","[object Object]","9","[object Object]","D","32"
"0.63","0","43.73","Amplify CWP International Enhan","44","0","","0","43.82","940","3","100","50","","2.89","4","8.66","IDVO","40.4","72","[object Object]","9","[object Object]","D","32"
"1.84","0","77.09","Global X Lithium & Battery Tech","44","0","","0","78","941","3","100","50","","4.78","4","14.35","LIT","40.4","72","[object Object]","9","[object Object]","D","32"
"1.22","0","89.6","Avantis Emerging Markets Equity","44","0","","0","89.75","942","3","100","50","","2.73","4","8.18","AVEM","40.4","72","[object Object]","9","[object Object]","D","32"
"0.34","0","34.29","First Trust DJ Global Select Di","44","0","","0","34.33","943","3","100","50","","1.99","4","5.96","FGD","40.4","72","[object Object]","9","[object Object]","D","32"
"0.75","0","70.26","Vanguard FTSE Developed Markets","44","0","","0","70.33","944","3","100","50","","2.14","4","6.42","VEA","40.4","72","[object Object]","9","[object Object]","D","32"
"2.99","0","154.61","Vanguard Energy ETF","44","0","","6455230464","157.53","945","3","100","50","","3.86","4","11.59","VDE","40.4","72","[object Object]","9","[object Object]","D","32"
"0.87","0","82.26","Vanguard FTSE All World Ex US E","44","0","","38058246144","82.33","946","3","100","50","","2.13","4","6.38","VEU","40.4","72","[object Object]","9","[object Object]","D","32"
"0.87","0","85.65","iShares MSCI EAFE Small-Cap ETF","44","0","","0","85.83","947","3","100","50","","2.03","4","6.08","SCZ","40.4","72","[object Object]","9","[object Object]","D","32"
"0.29","0","33.89","Schwab International Dividend E","44","0","","0","33.92","948","3","100","50","","1.7","4","5.11","SCHY","40.4","72","[object Object]","9","[object Object]","D","32"
"1.3","0","74.67","State Street SPDR S&P Global Na","44","0","","0","75.14","949","3","100","50","","3.48","4","10.43","GNR","40.4","72","[object Object]","9","[object Object]","D","32"
"0.39","0","36.19","Capital Group International Cor","44","0","","0","36.2","950","3","100","50","","2.14","4","6.43","CGIC","40.4","72","[object Object]","9","[object Object]","D","32"
"1.37","0","109.73","Avantis International Small Cap","44","0","","0","109.91","951","3","100","50","","2.5","4","7.51","AVDV","40.4","72","[object Object]","9","[object Object]","D","32"
"0.97","0","92.28","Avantis International Equity ET","44","0","","0","92.39","952","3","100","50","","2.1","4","6.31","AVDE","40.4","72","[object Object]","9","[object Object]","D","32"
"1.06","0","77.57","iShares Core MSCI Emerging Mark","44","0","","89267552256","77.68","953","3","100","50","","2.73","4","8.2","IEMG","40.4","72","[object Object]","9","[object Object]","D","32"
"0.46","0","44.8","iShares International Select Di","44","0","","0","44.86","954","3","100","50","","2.05","4","6.14","IDV","40.4","72","[object Object]","9","[object Object]","D","32"
"0.94","0","90.72","iShares Core MSCI International","44","0","","0","90.82","955","3","100","50","","2.06","4","6.18","IDEV","40.4","72","[object Object]","9","[object Object]","D","32"
"0.29","0","27.08","Schwab International Equity ETF","44","0","","0","27.1","956","3","100","50","","2.13","4","6.38","SCHF","40.4","72","[object Object]","9","[object Object]","D","32"
"0.57","0","52.58","Schwab Fundamental Internationa","44","0","","0","52.68","957","3","100","50","","2.18","4","6.53","FNDF","40.4","72","[object Object]","9","[object Object]","D","32"
"1.36","0","74.4","Franklin FTSE Taiwan ETF","44","0","","0","74.56","958","3","100","50","","3.66","4","10.98","FLTW","40.4","72","[object Object]","9","[object Object]","D","32"
"0.5","0","40.88","Schwab Fundamental Emerging Mar","44","0","","0","40.92","959","3","100","50","","2.45","4","7.36","FNDE","40.4","72","[object Object]","9","[object Object]","D","32"
"0.69","0","53.08","iShares MSCI Intl Momentum Fact","44","0","","0","53.17","960","3","100","50","","2.6","4","7.79","IMTM","40.4","72","[object Object]","9","[object Object]","D","32"
"0.47","0","35.1","Capital Group New Geography Equ","44","0","","0","35.12","961","3","100","50","","2.68","4","8.05","CGNG","40.4","72","[object Object]","9","[object Object]","D","32"
"0.53","0","49.87","State Street SPDR Portfolio Dev","44","0","","0","49.92","962","3","100","50","","2.11","4","6.34","SPDW","40.4","72","[object Object]","9","[object Object]","D","32"
"10.02","0","368","iShares PHLX SOX Semiconductor ","44","0","","2815200000","368.82","963","3","100","50","","5.44","4","16.33","SOXX","40.4","72","[object Object]","9","[object Object]","D","32"
"1.41","0","108.61","Vanguard FTSE Pacific ETF","44","0","","1997946112","108.74","964","3","100","50","","2.59","4","7.78","VPL","40.4","72","[object Object]","9","[object Object]","D","32"
"0.97","0","92.21","JPMorgan International Value ET","44","0","","0","92.33","965","3","100","50","","2.1","4","6.3","JIVE","40.4","72","[object Object]","9","[object Object]","D","32"
"0.55","0","39.37","iShares U.S. Telecommunications","44","0","","537400512","39.77","966","3","100","50","","2.8","4","8.4","IYZ","40.4","72","[object Object]","9","[object Object]","D","32"
"0.43","0","41.76","iShares International Equity Fa","44","0","","0","41.78","967","3","100","50","","2.05","4","6.14","INTF","40.4","72","[object Object]","9","[object Object]","D","32"
"1.32","0","61.51","YieldMax Semiconductor Portfoli","44","0","","0","61.79","968","3","100","50","","4.3","4","12.89","CHPY","40.4","72","[object Object]","9","[object Object]","D","32"
"1.01","0","94.47","iShares Core MSCI Total Interna","44","0","","0","94.62","969","3","100","50","","2.15","4","6.44","IXUS","40.4","72","[object Object]","9","[object Object]","D","32"
"1.7","0","65.66","Roundhill Generative AI & Techn","44","0","","0","66.84","970","3","100","50","","5.17","4","15.52","CHAT","40.4","72","[object Object]","9","[object Object]","D","32"
"0.49","0","32.56","Capital Group International Foc","44","0","","0","32.66","971","3","100","50","","3","4","8.99","CGXU","40.4","72","[object Object]","9","[object Object]","D","32"
"1.16","0","63.18","Freedom 100 Emerging Markets ET","44","0","","0","63.34","972","3","100","50","","3.66","4","10.98","FRDM","40.4","72","[object Object]","9","[object Object]","D","32"
"0.87","0","50.97","iShares Global Energy ETF","44","0","","1322671488","51.51","973","3","100","50","","3.42","4","10.27","IXC","40.4","72","[object Object]","9","[object Object]","D","32"
"0.39","0","37.1","Dimensional World ex U.S. Core ","44","0","","0","37.13","974","3","100","50","","2.13","4","6.38","DFAX","40.4","72","[object Object]","9","[object Object]","D","32"
"0.45","0","43.01","iShares MSCI Intl Value Factor ","44","0","","0","43.05","975","3","100","50","","2.08","4","6.24","IVLU","40.4","72","[object Object]","9","[object Object]","D","32"
"1.4","0","98.92","JPMorgan BetaBuilders Canada ET","44","0","","0","99.29","976","3","100","50","","2.83","4","8.48","BBCA","40.4","72","[object Object]","9","[object Object]","D","32"
"11.2","0","426.16","VanEck Semiconductor ETF","44","0","","4973670912","427.94","977","3","100","50","","5.25","4","15.76","SMH","40.4","72","[object Object]","9","[object Object]","D","32"
"1.03","0","36.08","iShares A.I. Innovation and Tec","44","0","","0","36.27","978","3","100","50","","5.73","4","17.2","BAI","40.4","72","[object Object]","9","[object Object]","D","32"
"1.71","0","159.72","Vanguard FTSE All-Wld ex-US SmC","44","0","","0","160","979","3","100","50","","2.15","4","6.44","VSS","40.4","72","[object Object]","9","[object Object]","D","32"
"0.81","0","74.84","iShares MSCI ACWI ex U.S. ETF","44","0","","0","74.92","980","3","100","50","","2.17","4","6.52","ACWX","40.4","72","[object Object]","9","[object Object]","D","32"
"1.79","0","107.7","iShares MSCI All Country Asia e","44","0","","0","107.85","981","3","100","50","","3.32","4","9.96","AAXJ","40.4","72","[object Object]","9","[object Object]","D","32"
"0.49","35","28.9","Warner Bros. Discovery, Inc. - ","55","10","Entertainment","71657168896","29.2","982","0.32","0","50","Communication Services","3.36","4","1.09","WBD","40.3","72","[object Object]","9","[object Object]","C","50"
"2.31","65","33.06","Perpetua Resources Corp.","32","10","Other Precious Metals & Mining","4033696256","34.08","983","1.11","0","50","Basic Materials","8","4","8.89","PPTA","40.2","72","[object Object]","9","[object Object]","D","37"
"0.73","45","14.06","Orion Group Holdings, Inc.","27","10","Engineering & Construction","563572160","15","984","1.64","40","50","Industrials","8","4","13.09","ORN","40.2","72","[object Object]","9","[object Object]","D","37"
"0.96","45","16.91","NextNav Inc.","24","0","Software - Infrastructure","2279959808","17.85","985","2.28","70","50","Technology","8","4","18.27","NN","40.1","72","[object Object]","9","[object Object]","D","32"
"1.59","45","82.8","Evergy, Inc.","46","10","Utilities - Regulated Electric","19067316224","83.19","986","1.08","0","50","Utilities","3.85","4","4.14","EVRG","40","72","[object Object]","9","[object Object]","D","35"
"3","45","124.58","PACCAR Inc.","33","20","Farm & Heavy Construction Machinery","65515929600","131.54","987","0.03","0","50","Industrials","4.82","4","0.17","PCAR","39.9","72","[object Object]","9","[object Object]","C","47"
"1.47","45","34.26","Helmerich & Payne, Inc.","33","20","Oil & Gas Drilling","3483082496","36.45","988","0.83","0","50","Energy","8","4","6.64","HP","39.9","72","[object Object]","9","[object Object]","C","47"
